id_fato,id_aluno,id_disciplina,id_curso,id_tempo,nota,aprovado,reprovado,faltas,presencas,freq_percent
2323,1050,8,5,36,1.3,0,1,29,80,0.7339449541284404
2324,3628,15,5,97,5.1,1,0,9,51,0.85
2325,3788,2,2,98,4.6,0,1,21,44,0.676923076923077
2326,1574,8,5,44,8.8,1,0,12,91,0.883495145631068
2327,2503,9,6,54,8.2,1,0,23,88,0.7927927927927928
2328,922,5,2,29,4.1,0,1,29,74,0.7184466019417476
2329,4706,15,5,30,8.4,1,0,2,69,0.971830985915493
2330,2579,15,5,77,9.4,1,0,28,72,0.72
2331,4203,11,3,62,6.9,1,0,30,40,0.5714285714285714
2332,488,14,3,20,3.7,0,1,29,73,0.7156862745098039
2333,4554,15,5,22,5.6,1,0,27,97,0.782258064516129
2334,3232,1,4,22,7.5,1,0,29,55,0.6547619047619048
2335,1932,5,2,38,0.7,0,1,27,89,0.7672413793103449
2336,938,1,4,22,1.7,0,1,2,54,0.9642857142857143
2337,4611,3,1,10,4.1,0,1,20,96,0.8275862068965517
2338,4699,15,5,18,1.5,0,1,16,95,0.8558558558558559
2339,1549,8,5,1,7.4,1,0,19,86,0.819047619047619
2340,3990,15,5,23,9.3,1,0,7,55,0.8870967741935484
2341,1217,10,4,26,9.1,1,0,7,82,0.9213483146067416
2342,427,15,5,2,1.5,0,1,6,50,0.8928571428571429
2343,4447,12,3,42,1.6,0,1,4,57,0.9344262295081968
2344,69,1,4,50,8.4,1,0,4,57,0.9344262295081968
2345,769,8,5,39,7.4,1,0,12,42,0.7777777777777778
2346,178,7,1,35,8.0,1,0,18,83,0.8217821782178217
2347,4195,9,6,95,1.6,0,1,14,84,0.8571428571428571
2348,3559,10,4,4,6.4,1,0,30,50,0.625
2349,4849,1,4,95,1.7,0,1,12,77,0.8651685393258427
2350,4972,10,4,3,8.3,1,0,26,57,0.6867469879518072
2351,2583,1,4,87,9.7,1,0,5,41,0.8913043478260869
2352,1392,13,6,99,4.3,0,1,27,79,0.7452830188679245
2353,1085,8,5,71,1.7,0,1,21,79,0.79
2354,4023,3,1,95,9.0,1,0,6,76,0.926829268292683
2355,4308,4,1,90,9.0,1,0,9,60,0.8695652173913043
2356,1849,8,5,35,0.5,0,1,23,51,0.6891891891891891
2357,3151,9,6,35,7.5,1,0,1,98,0.98989898989899
2358,4394,6,2,54,2.9,0,1,4,81,0.9529411764705882
2359,78,7,1,43,9.6,1,0,30,54,0.6428571428571429
2360,964,3,1,34,5.2,1,0,24,89,0.7876106194690266
2361,4357,15,5,23,9.7,1,0,19,43,0.6935483870967742
2362,3199,11,3,41,9.7,1,0,26,89,0.7739130434782608
2363,2493,6,2,58,2.4,0,1,21,75,0.78125
2364,2694,5,2,16,2.2,0,1,28,48,0.631578947368421
2365,1912,7,1,49,9.4,1,0,2,66,0.9705882352941176
2366,1502,14,3,48,1.8,0,1,1,100,0.9900990099009901
2367,4523,2,2,77,6.7,1,0,6,83,0.9325842696629213
2368,1576,12,3,82,2.6,0,1,9,61,0.8714285714285714
2369,1187,13,6,2,2.5,0,1,24,49,0.6712328767123288
2370,2296,3,1,84,9.9,1,0,11,50,0.819672131147541
2371,3388,11,3,63,2.0,0,1,20,89,0.8165137614678899
2372,4183,10,4,2,6.4,1,0,24,64,0.7272727272727273
2373,932,4,1,16,6.3,1,0,17,89,0.839622641509434
2374,3894,12,3,50,2.3,0,1,25,82,0.7663551401869159
2375,4995,6,2,38,7.2,1,0,0,91,1.0
2376,1403,14,3,18,0.1,0,1,5,96,0.9504950495049505
2377,3558,13,6,59,5.6,1,0,17,90,0.8411214953271028
2378,3429,10,4,47,1.0,0,1,15,87,0.8529411764705882
2379,15,14,3,41,4.9,0,1,22,50,0.6944444444444444
2380,3957,4,1,82,0.2,0,1,21,54,0.72
2381,4256,14,3,24,9.8,1,0,1,43,0.9772727272727273
2382,70,11,3,5,2.2,0,1,0,93,1.0
2383,732,2,2,8,5.6,1,0,1,76,0.987012987012987
2384,1421,14,3,72,8.9,1,0,3,89,0.967391304347826
2385,31,4,1,70,8.4,1,0,16,70,0.813953488372093
2386,4192,2,2,43,1.1,0,1,9,46,0.8363636363636363
2387,3814,9,6,75,8.4,1,0,13,63,0.8289473684210527
2388,2339,1,4,11,8.7,1,0,28,65,0.6989247311827957
2389,1444,12,3,37,8.7,1,0,19,62,0.7654320987654321
2390,3004,6,2,29,5.1,1,0,1,76,0.987012987012987
2391,3918,10,4,12,3.2,0,1,9,50,0.847457627118644
2392,1434,15,5,91,7.4,1,0,1,63,0.984375
2393,4498,11,3,26,9.5,1,0,22,73,0.7684210526315789
2394,1858,8,5,9,7.0,1,0,29,73,0.7156862745098039
2395,3950,6,2,40,2.5,0,1,19,65,0.7738095238095238
2396,1757,3,1,34,8.4,1,0,9,99,0.9166666666666666
2397,3211,7,1,8,3.1,0,1,5,78,0.9397590361445783
2398,2100,9,6,35,1.5,0,1,28,41,0.5942028985507246
2399,189,1,4,14,7.5,1,0,7,90,0.9278350515463918
2400,803,1,4,9,4.3,0,1,1,78,0.9873417721518988
2401,3617,12,3,4,7.4,1,0,14,81,0.8526315789473684
2402,369,5,2,93,2.4,0,1,5,57,0.9193548387096774
2403,896,15,5,79,2.2,0,1,11,42,0.7924528301886793
2404,4125,12,3,2,3.7,0,1,26,51,0.6623376623376623
2405,1679,4,1,100,3.5,0,1,9,44,0.8301886792452831
2406,2917,2,2,71,7.6,1,0,28,47,0.6266666666666667
2407,1924,15,5,33,9.5,1,0,21,74,0.7789473684210526
2408,4212,2,2,47,0.8,0,1,8,68,0.8947368421052632
2409,1975,10,4,95,8.8,1,0,0,60,1.0
2410,1832,8,5,75,9.1,1,0,22,80,0.7843137254901961
2411,4741,10,4,14,7.2,1,0,21,97,0.8220338983050848
2412,2743,14,3,64,1.5,0,1,22,70,0.7608695652173914
2413,3170,9,6,39,6.5,1,0,3,73,0.9605263157894737
2414,839,7,1,17,7.2,1,0,5,64,0.927536231884058
2415,943,13,6,91,2.0,0,1,12,49,0.8032786885245902
2416,2134,4,1,82,2.9,0,1,3,76,0.9620253164556962
2417,694,8,5,86,6.3,1,0,22,88,0.8
2418,4702,6,2,73,2.3,0,1,18,63,0.7777777777777778
2419,2504,5,2,93,9.2,1,0,0,61,1.0
2420,2621,5,2,100,6.3,1,0,7,83,0.9222222222222223
2421,1148,2,2,71,1.8,0,1,0,40,1.0
2422,3201,13,6,96,8.7,1,0,4,67,0.9436619718309859
2423,4536,14,3,54,0.9,0,1,1,75,0.9868421052631579
2424,2452,5,2,61,4.2,0,1,1,80,0.9876543209876543
2425,4001,8,5,77,5.1,1,0,18,73,0.8021978021978022
2426,4611,7,1,88,8.6,1,0,16,66,0.8048780487804879
2427,4083,5,2,28,2.3,0,1,26,85,0.7657657657657657
2428,4527,12,3,78,9.0,1,0,16,91,0.8504672897196262
2429,2809,14,3,100,1.6,0,1,24,90,0.7894736842105263
2430,4556,9,6,8,3.1,0,1,20,65,0.7647058823529411
2431,1325,6,2,22,3.5,0,1,23,60,0.7228915662650602
2432,4563,1,4,32,7.0,1,0,25,60,0.7058823529411765
2433,1810,10,4,96,3.4,0,1,6,44,0.88
2434,1594,2,2,28,3.6,0,1,4,44,0.9166666666666666
2435,2480,12,3,65,3.3,0,1,15,61,0.8026315789473685
2436,623,8,5,35,2.3,0,1,25,100,0.8
2437,522,10,4,24,9.3,1,0,20,66,0.7674418604651163
2438,1056,2,2,76,9.4,1,0,24,84,0.7777777777777778
2439,2017,2,2,39,3.6,0,1,5,67,0.9305555555555556
2440,3011,5,2,24,3.2,0,1,16,82,0.8367346938775511
2441,3476,12,3,51,0.0,0,1,3,76,0.9620253164556962
2442,2159,7,1,89,1.0,0,1,13,40,0.7547169811320755
2443,4411,2,2,3,4.8,0,1,21,61,0.7439024390243902
2444,1308,6,2,39,6.4,1,0,17,100,0.8547008547008547
2445,3312,2,2,83,9.7,1,0,24,87,0.7837837837837838
2446,2703,1,4,68,3.6,0,1,3,45,0.9375
2447,402,14,3,82,7.5,1,0,17,98,0.8521739130434782
2448,146,14,3,25,0.1,0,1,21,47,0.6911764705882353
2449,2841,5,2,62,0.9,0,1,10,69,0.8734177215189873
2450,4401,8,5,8,2.5,0,1,14,46,0.7666666666666667
2451,1686,13,6,15,0.9,0,1,24,77,0.7623762376237624
2452,2531,11,3,18,9.1,1,0,30,84,0.7368421052631579
2453,3736,2,2,6,0.6,0,1,13,92,0.8761904761904762
2454,3158,7,1,2,4.3,0,1,4,75,0.9493670886075949
2455,3869,10,4,68,5.6,1,0,24,62,0.7209302325581395
2456,4785,5,2,92,8.9,1,0,10,67,0.8701298701298701
2457,504,7,1,74,6.3,1,0,10,100,0.9090909090909091
2458,2656,11,3,92,5.9,1,0,25,46,0.647887323943662
2459,2707,3,1,97,8.8,1,0,5,70,0.9333333333333333
2460,2570,11,3,8,6.1,1,0,3,64,0.9552238805970149
2461,854,6,2,26,8.9,1,0,21,96,0.8205128205128205
2462,3206,5,2,36,7.7,1,0,24,44,0.6470588235294118
2463,3124,3,1,29,0.1,0,1,0,93,1.0
2464,2033,1,4,4,3.1,0,1,11,89,0.89
2465,1397,14,3,6,5.3,1,0,5,52,0.9122807017543859
2466,2561,1,4,80,3.8,0,1,17,87,0.8365384615384616
2467,4197,11,3,71,7.3,1,0,27,54,0.6666666666666666
2468,547,2,2,38,5.9,1,0,6,84,0.9333333333333333
2469,4169,7,1,64,4.1,0,1,8,98,0.9245283018867925
2470,2174,5,2,9,6.6,1,0,29,49,0.6282051282051282
2471,921,14,3,77,7.9,1,0,15,88,0.8543689320388349
2472,420,7,1,19,8.7,1,0,20,47,0.7014925373134329
2473,4094,9,6,75,3.1,0,1,28,88,0.7586206896551724
2474,3381,12,3,1,2.0,0,1,0,40,1.0
2475,1735,11,3,74,0.2,0,1,19,95,0.8333333333333334
2476,929,6,2,40,1.4,0,1,19,59,0.7564102564102564
2477,1249,9,6,32,7.8,1,0,22,75,0.7731958762886598
2478,833,2,2,19,1.2,0,1,10,77,0.8850574712643678
2479,4038,14,3,2,9.0,1,0,2,51,0.9622641509433962
2480,2139,11,3,36,8.9,1,0,22,97,0.8151260504201681
2481,1618,7,1,1,7.0,1,0,10,66,0.868421052631579
2482,4014,4,1,23,7.0,1,0,19,47,0.7121212121212122
2483,3700,2,2,22,2.5,0,1,5,43,0.8958333333333334
2484,4900,12,3,42,8.3,1,0,28,59,0.6781609195402298
2485,15,10,4,25,2.8,0,1,28,64,0.6956521739130435
2486,4183,11,3,100,5.4,1,0,13,76,0.8539325842696629
2487,865,5,2,71,0.6,0,1,0,65,1.0
2488,3355,6,2,51,6.9,1,0,6,41,0.8723404255319149
2489,222,12,3,82,6.1,1,0,7,72,0.9113924050632911
2490,3941,6,2,83,3.3,0,1,25,96,0.7933884297520661
2491,3681,7,1,11,2.3,0,1,5,75,0.9375
2492,1070,4,1,25,9.7,1,0,27,57,0.6785714285714286
2493,1928,14,3,3,6.9,1,0,15,45,0.75
2494,2523,3,1,63,1.3,0,1,25,40,0.6153846153846154
2495,2842,2,2,95,8.2,1,0,19,62,0.7654320987654321
2496,2336,13,6,13,2.9,0,1,27,47,0.6351351351351351
2497,3484,2,2,83,7.3,1,0,2,49,0.9607843137254902
2498,4326,5,2,19,3.2,0,1,27,91,0.7711864406779662
2499,3371,11,3,12,9.6,1,0,12,92,0.8846153846153846
2500,1420,15,5,31,7.7,1,0,20,65,0.7647058823529411
2501,4366,7,1,19,3.7,0,1,26,52,0.6666666666666666
2502,3833,8,5,19,4.7,0,1,21,78,0.7878787878787878
2503,36,6,2,47,3.6,0,1,0,95,1.0
2504,4203,5,2,85,5.2,1,0,3,40,0.9302325581395349
2505,1774,14,3,35,3.1,0,1,19,57,0.75
2506,1765,1,4,58,2.8,0,1,19,100,0.8403361344537815
2507,4113,14,3,84,6.9,1,0,1,78,0.9873417721518988
2508,3887,13,6,83,4.1,0,1,2,49,0.9607843137254902
2509,3840,9,6,65,5.2,1,0,19,93,0.8303571428571429
2510,3,15,5,97,0.7,0,1,5,49,0.9074074074074074
2511,3322,15,5,80,5.7,1,0,2,100,0.9803921568627451
2512,4981,1,4,54,1.7,0,1,24,59,0.7108433734939759
2513,2477,3,1,4,3.7,0,1,28,41,0.5942028985507246
2514,1647,1,4,55,7.4,1,0,28,71,0.7171717171717171
2515,837,13,6,19,5.6,1,0,11,85,0.8854166666666666
2516,1700,4,1,86,8.8,1,0,16,41,0.7192982456140351
2517,4590,13,6,3,0.7,0,1,13,91,0.875
2518,461,14,3,40,8.2,1,0,9,71,0.8875
2519,2120,12,3,99,1.3,0,1,8,51,0.864406779661017
2520,2757,5,2,95,6.9,1,0,23,74,0.7628865979381443
2521,1488,8,5,13,5.6,1,0,18,75,0.8064516129032258
2522,250,5,2,41,4.6,0,1,12,77,0.8651685393258427
2523,1468,3,1,73,4.3,0,1,11,95,0.8962264150943396
2524,4602,12,3,39,7.6,1,0,29,80,0.7339449541284404
2525,153,8,5,88,1.6,0,1,15,95,0.8636363636363636
2526,3502,14,3,77,9.3,1,0,21,100,0.8264462809917356
2527,4815,12,3,76,3.6,0,1,1,62,0.9841269841269841
2528,1851,1,4,34,2.7,0,1,7,89,0.9270833333333334
2529,709,11,3,79,4.7,0,1,27,43,0.6142857142857143
2530,3221,4,1,83,8.4,1,0,11,79,0.8777777777777778
2531,412,8,5,1,8.8,1,0,19,68,0.7816091954022989
2532,2352,1,4,60,8.8,1,0,7,76,0.9156626506024096
2533,3995,4,1,42,10.0,1,0,24,41,0.6307692307692307
2534,4749,1,4,75,2.0,0,1,6,45,0.8823529411764706
2535,4267,7,1,89,5.1,1,0,7,82,0.9213483146067416
2536,4770,9,6,88,3.2,0,1,2,95,0.979381443298969
2537,2091,12,3,50,6.2,1,0,27,65,0.7065217391304348
2538,3084,12,3,92,3.9,0,1,18,44,0.7096774193548387
2539,4483,10,4,7,0.4,0,1,3,72,0.96
2540,5,15,5,62,2.3,0,1,5,89,0.9468085106382979
2541,776,9,6,76,9.7,1,0,20,62,0.7560975609756098
2542,1016,5,2,83,9.1,1,0,19,71,0.7888888888888889
2543,1679,5,2,68,3.9,0,1,14,83,0.8556701030927835
2544,723,8,5,97,7.3,1,0,10,58,0.8529411764705882
2545,2999,13,6,3,4.8,0,1,23,99,0.8114754098360656
2546,2976,15,5,91,4.0,0,1,21,67,0.7613636363636364
2547,4495,1,4,38,7.8,1,0,15,99,0.868421052631579
2548,4691,1,4,100,7.1,1,0,2,91,0.978494623655914
2549,1557,9,6,89,5.3,1,0,18,68,0.7906976744186046
2550,4432,8,5,10,5.8,1,0,27,97,0.782258064516129
2551,741,4,1,80,1.9,0,1,3,71,0.9594594594594594
2552,451,12,3,42,5.8,1,0,9,64,0.8767123287671232
2553,3084,10,4,50,1.1,0,1,26,56,0.6829268292682927
2554,3885,10,4,59,6.7,1,0,6,96,0.9411764705882353
2555,4178,10,4,18,3.9,0,1,8,73,0.9012345679012346
2556,757,4,1,86,2.5,0,1,11,48,0.8135593220338984
2557,4831,11,3,46,7.4,1,0,26,57,0.6867469879518072
2558,473,11,3,85,0.3,0,1,23,58,0.7160493827160493
2559,2705,4,1,4,3.1,0,1,28,46,0.6216216216216216
2560,2337,12,3,93,2.4,0,1,2,84,0.9767441860465116
2561,3429,12,3,53,3.5,0,1,17,96,0.8495575221238938
2562,4863,15,5,76,7.7,1,0,29,79,0.7314814814814815
2563,2085,1,4,26,4.0,0,1,28,92,0.7666666666666667
2564,2140,1,4,18,5.8,1,0,26,45,0.6338028169014085
2565,3549,9,6,63,9.1,1,0,26,75,0.7425742574257426
2566,1785,4,1,24,3.8,0,1,3,41,0.9318181818181818
2567,190,4,1,86,8.6,1,0,10,72,0.8780487804878049
2568,2183,8,5,17,5.7,1,0,26,61,0.7011494252873564
2569,3039,2,2,42,6.6,1,0,3,77,0.9625
2570,4335,13,6,25,4.1,0,1,4,53,0.9298245614035088
2571,228,9,6,11,7.7,1,0,14,49,0.7777777777777778
2572,3262,1,4,62,4.3,0,1,4,57,0.9344262295081968
2573,1055,1,4,40,2.6,0,1,10,65,0.8666666666666667
2574,4444,11,3,18,8.5,1,0,20,92,0.8214285714285714
2575,491,13,6,61,1.5,0,1,21,96,0.8205128205128205
2576,4874,10,4,80,6.4,1,0,9,76,0.8941176470588236
2577,2279,14,3,81,0.6,0,1,29,88,0.7521367521367521
2578,987,12,3,67,6.2,1,0,16,76,0.8260869565217391
2579,1428,7,1,55,1.8,0,1,29,89,0.7542372881355932
2580,4720,4,1,97,7.6,1,0,20,64,0.7619047619047619
2581,3686,5,2,8,5.1,1,0,13,63,0.8289473684210527
2582,3357,12,3,5,0.3,0,1,5,95,0.95
2583,1466,10,4,44,7.6,1,0,29,100,0.7751937984496124
2584,4021,1,4,29,3.0,0,1,28,52,0.65
2585,2840,12,3,48,2.1,0,1,3,70,0.958904109589041
2586,3186,1,4,62,6.0,1,0,22,73,0.7684210526315789
2587,4028,7,1,61,6.0,1,0,7,96,0.9320388349514563
2588,3432,12,3,71,7.7,1,0,3,99,0.9705882352941176
2589,4914,6,2,24,0.4,0,1,27,73,0.73
2590,2525,7,1,90,9.2,1,0,29,58,0.6666666666666666
2591,4031,8,5,60,2.6,0,1,11,94,0.8952380952380953
2592,2455,13,6,55,8.7,1,0,20,91,0.8198198198198198
2593,1786,5,2,88,3.0,0,1,22,47,0.6811594202898551
2594,297,2,2,23,5.5,1,0,5,77,0.9390243902439024
2595,544,5,2,26,8.3,1,0,8,49,0.8596491228070176
2596,443,15,5,57,2.6,0,1,1,44,0.9777777777777777
2597,2750,6,2,78,4.6,0,1,1,62,0.9841269841269841
2598,3153,6,2,18,1.7,0,1,28,45,0.6164383561643836
2599,4954,3,1,96,4.2,0,1,17,41,0.7068965517241379
2600,3802,6,2,5,6.5,1,0,18,64,0.7804878048780488
2601,3748,1,4,66,2.4,0,1,6,96,0.9411764705882353
2602,4266,9,6,91,9.4,1,0,0,67,1.0
2603,4612,13,6,59,9.3,1,0,24,93,0.7948717948717948
2604,1625,9,6,17,9.9,1,0,15,72,0.8275862068965517
2605,655,11,3,57,1.5,0,1,30,61,0.6703296703296703
2606,1491,9,6,96,5.4,1,0,11,97,0.8981481481481481
2607,785,4,1,56,6.0,1,0,19,50,0.7246376811594203
2608,4144,8,5,13,9.7,1,0,0,41,1.0
2609,1471,4,1,75,7.8,1,0,27,68,0.7157894736842105
2610,132,5,2,29,0.7,0,1,9,62,0.8732394366197183
2611,3040,2,2,53,2.1,0,1,16,92,0.8518518518518519
2612,4135,13,6,32,1.8,0,1,19,79,0.8061224489795918
2613,3623,11,3,93,1.1,0,1,11,69,0.8625
2614,2635,5,2,89,6.1,1,0,25,44,0.6376811594202898
2615,948,2,2,97,5.3,1,0,19,75,0.7978723404255319
2616,740,7,1,56,8.2,1,0,28,40,0.5882352941176471
2617,4470,10,4,71,9.7,1,0,20,78,0.7959183673469388
2618,888,12,3,16,1.6,0,1,3,59,0.9516129032258065
2619,3961,2,2,35,2.4,0,1,21,58,0.7341772151898734
2620,265,2,2,12,3.4,0,1,20,58,0.7435897435897436
2621,239,15,5,88,9.2,1,0,24,98,0.8032786885245902
2622,1654,4,1,44,6.1,1,0,13,93,0.8773584905660378
2623,4781,1,4,8,8.8,1,0,14,42,0.75
2624,2690,6,2,27,0.2,0,1,13,96,0.8807339449541285
2625,1101,12,3,63,4.5,0,1,2,75,0.974025974025974
2626,3436,10,4,67,4.1,0,1,28,52,0.65
2627,488,2,2,57,4.9,0,1,5,65,0.9285714285714286
2628,437,10,4,87,2.5,0,1,19,49,0.7205882352941176
2629,3931,11,3,40,3.7,0,1,15,78,0.8387096774193549
2630,3043,13,6,83,4.0,0,1,26,66,0.717391304347826
2631,4506,3,1,51,8.1,1,0,22,43,0.6615384615384615
2632,3299,10,4,19,5.6,1,0,24,41,0.6307692307692307
2633,2515,2,2,58,6.2,1,0,11,75,0.872093023255814
2634,4394,11,3,94,9.1,1,0,1,55,0.9821428571428571
2635,1840,6,2,7,0.3,0,1,6,68,0.918918918918919
2636,3148,7,1,6,0.3,0,1,26,73,0.7373737373737373
2637,2568,6,2,8,2.1,0,1,27,57,0.6785714285714286
2638,3597,13,6,11,0.1,0,1,13,73,0.8488372093023255
2639,4044,4,1,100,0.7,0,1,14,55,0.7971014492753623
2640,3533,8,5,20,2.5,0,1,2,43,0.9555555555555556
2641,985,12,3,4,6.2,1,0,29,62,0.6813186813186813
2642,4730,8,5,46,6.6,1,0,7,41,0.8541666666666666
2643,894,3,1,2,8.4,1,0,7,41,0.8541666666666666
2644,4456,2,2,49,2.0,0,1,9,72,0.8888888888888888
2645,938,2,2,3,7.6,1,0,0,48,1.0
2646,3789,13,6,22,9.5,1,0,25,96,0.7933884297520661
2647,2708,11,3,57,8.0,1,0,14,89,0.8640776699029126
2648,1413,7,1,11,8.6,1,0,10,74,0.8809523809523809
2649,2535,13,6,32,9.0,1,0,3,84,0.9655172413793104
2650,1330,8,5,25,9.0,1,0,17,62,0.7848101265822784
2651,4462,11,3,19,2.9,0,1,9,73,0.8902439024390244
2652,1253,3,1,68,9.2,1,0,0,94,1.0
2653,4175,6,2,58,3.8,0,1,29,50,0.6329113924050633
2654,1730,7,1,22,2.4,0,1,2,66,0.9705882352941176
2655,864,13,6,32,10.0,1,0,10,91,0.900990099009901
2656,17,3,1,40,5.3,1,0,21,86,0.8037383177570093
2657,2814,14,3,41,7.8,1,0,5,61,0.9242424242424242
2658,3203,9,6,58,9.4,1,0,25,80,0.7619047619047619
2659,423,9,6,69,0.4,0,1,22,93,0.808695652173913
2660,1693,6,2,62,7.8,1,0,25,77,0.7549019607843137
2661,4126,14,3,81,6.0,1,0,4,42,0.9130434782608695
2662,2830,5,2,12,2.4,0,1,29,94,0.7642276422764228
2663,1410,9,6,23,6.2,1,0,5,68,0.9315068493150684
2664,685,7,1,37,2.3,0,1,20,65,0.7647058823529411
2665,2738,15,5,83,5.5,1,0,1,43,0.9772727272727273
2666,3364,9,6,34,0.7,0,1,21,44,0.676923076923077
2667,3501,1,4,22,6.3,1,0,27,94,0.7768595041322314
2668,517,3,1,19,8.7,1,0,24,48,0.6666666666666666
2669,2911,9,6,40,7.9,1,0,15,89,0.8557692307692307
2670,1252,4,1,68,4.6,0,1,9,72,0.8888888888888888
2671,2337,9,6,74,9.0,1,0,28,54,0.6585365853658537
2672,3349,10,4,65,0.2,0,1,4,50,0.9259259259259259
2673,2753,1,4,73,1.1,0,1,11,82,0.8817204301075269
2674,3827,12,3,85,5.6,1,0,2,53,0.9636363636363636
2675,3850,12,3,35,1.8,0,1,26,46,0.6388888888888888
2676,2494,13,6,11,3.2,0,1,15,41,0.7321428571428571
2677,4651,10,4,48,1.3,0,1,3,43,0.9347826086956522
2678,2178,7,1,1,3.4,0,1,17,77,0.8191489361702128
2679,4637,3,1,52,1.2,0,1,0,83,1.0
2680,2443,14,3,38,7.3,1,0,15,87,0.8529411764705882
2681,3380,11,3,90,8.1,1,0,3,84,0.9655172413793104
2682,2344,10,4,100,2.7,0,1,9,40,0.8163265306122449
2683,2846,1,4,11,2.3,0,1,24,89,0.7876106194690266
2684,3403,15,5,65,1.0,0,1,19,59,0.7564102564102564
2685,3038,8,5,41,8.1,1,0,22,84,0.7924528301886793
2686,2969,3,1,29,3.2,0,1,24,72,0.75
2687,4932,8,5,17,5.8,1,0,10,63,0.863013698630137
2688,26,6,2,47,9.9,1,0,8,44,0.8461538461538461
2689,813,1,4,67,4.9,0,1,27,45,0.625
2690,2658,5,2,2,7.9,1,0,19,76,0.8
2691,1389,3,1,80,9.3,1,0,21,52,0.7123287671232876
2692,2371,7,1,52,1.7,0,1,14,50,0.78125
2693,3004,12,3,38,5.5,1,0,11,57,0.8382352941176471
2694,3038,12,3,78,5.9,1,0,14,51,0.7846153846153846
2695,3535,4,1,39,5.2,1,0,11,91,0.8921568627450981
2696,2751,11,3,2,0.5,0,1,7,83,0.9222222222222223
2697,250,10,4,93,6.5,1,0,30,50,0.625
2698,4875,15,5,49,6.8,1,0,24,74,0.7551020408163265
2699,1294,9,6,51,3.8,0,1,18,72,0.8
2700,1121,15,5,66,3.3,0,1,0,57,1.0
2701,340,7,1,17,0.5,0,1,20,59,0.7468354430379747
2702,1794,13,6,37,1.2,0,1,29,49,0.6282051282051282
2703,1914,12,3,98,9.5,1,0,3,90,0.967741935483871
2704,1606,1,4,95,1.1,0,1,2,55,0.9649122807017544
2705,1137,7,1,31,2.5,0,1,17,75,0.8152173913043478
2706,3358,9,6,39,5.9,1,0,13,66,0.8354430379746836
2707,4347,7,1,62,2.0,0,1,8,87,0.9157894736842105
2708,4196,2,2,46,6.8,1,0,28,76,0.7307692307692307
2709,707,3,1,22,9.0,1,0,2,78,0.975
2710,118,5,2,25,7.0,1,0,24,82,0.7735849056603774
2711,3283,1,4,41,4.2,0,1,1,57,0.9827586206896551
2712,1947,7,1,90,3.0,0,1,23,56,0.7088607594936709
2713,2108,12,3,97,8.9,1,0,25,64,0.7191011235955056
2714,2133,5,2,18,6.5,1,0,22,44,0.6666666666666666
2715,115,7,1,57,0.1,0,1,19,80,0.8080808080808081
2716,367,6,2,27,6.3,1,0,1,54,0.9818181818181818
2717,1402,7,1,100,8.9,1,0,20,45,0.6923076923076923
2718,2773,2,2,81,9.6,1,0,14,46,0.7666666666666667
2719,271,5,2,3,6.8,1,0,9,57,0.8636363636363636
2720,3507,5,2,98,7.6,1,0,28,91,0.7647058823529411
2721,3283,4,1,69,5.8,1,0,18,49,0.7313432835820896
2722,1155,9,6,40,0.4,0,1,2,100,0.9803921568627451
2723,2522,12,3,33,7.4,1,0,19,94,0.831858407079646
2724,3976,10,4,6,7.0,1,0,29,82,0.7387387387387387
2725,2775,11,3,64,9.6,1,0,7,60,0.8955223880597015
2726,4150,1,4,43,9.5,1,0,30,57,0.6551724137931034
2727,898,7,1,32,1.0,0,1,19,85,0.8173076923076923
2728,1311,15,5,57,9.2,1,0,1,88,0.9887640449438202
2729,14,7,1,85,6.7,1,0,26,50,0.6578947368421053
2730,841,6,2,25,6.1,1,0,0,83,1.0
2731,122,6,2,4,7.1,1,0,30,85,0.7391304347826086
2732,3962,12,3,91,9.9,1,0,24,72,0.75
2733,1014,13,6,58,6.1,1,0,24,74,0.7551020408163265
2734,4653,1,4,26,6.8,1,0,7,99,0.9339622641509434
2735,268,15,5,31,8.8,1,0,7,70,0.9090909090909091
2736,2930,13,6,83,6.7,1,0,23,72,0.7578947368421053
2737,862,13,6,28,7.0,1,0,22,46,0.6764705882352942
2738,1114,2,2,59,0.2,0,1,18,85,0.8252427184466019
2739,2331,5,2,76,3.2,0,1,14,44,0.7586206896551724
2740,4416,2,2,27,2.5,0,1,1,51,0.9807692307692307
2741,4882,1,4,56,1.2,0,1,12,76,0.8636363636363636
2742,807,14,3,91,5.4,1,0,29,96,0.768
2743,2728,4,1,54,10.0,1,0,1,66,0.9850746268656716
2744,4091,1,4,60,9.8,1,0,27,77,0.7403846153846154
2745,3094,8,5,1,1.9,0,1,22,73,0.7684210526315789
2746,1007,14,3,17,4.7,0,1,3,70,0.958904109589041
2747,3944,4,1,21,4.0,0,1,20,60,0.75
2748,4050,9,6,98,8.7,1,0,1,90,0.989010989010989
2749,2821,12,3,17,5.0,1,0,9,44,0.8301886792452831
2750,3354,14,3,85,6.9,1,0,25,67,0.7282608695652174
2751,1915,2,2,65,9.6,1,0,11,63,0.8513513513513513
2752,1039,11,3,41,4.2,0,1,12,85,0.8762886597938144
2753,3970,9,6,57,6.1,1,0,30,40,0.5714285714285714
2754,2633,15,5,95,3.0,0,1,28,47,0.6266666666666667
2755,664,7,1,86,7.5,1,0,12,78,0.8666666666666667
2756,768,2,2,46,2.1,0,1,0,80,1.0
