id_evento,id_aluno,tipo_evento,motivo,id_tempo,semestre_evento,id_curso
944,1537,troca_turno,Problemas pessoais,72,6º Semestre,6
945,1539,evasao,Trabalho,42,5º Semestre,3
946,1525,trancamento,Problemas pessoais,46,4º Semestre,2
947,4814,trancamento,Distancia,96,4º Semestre,1
948,4005,evasao,Insatisfacao com curso,96,1º Semestre,5
949,3626,jubilamento,Distancia,100,5º Semestre,3
950,532,troca_turno,Distancia,79,1º Semestre,5
951,3803,evasao,Desmotivacao,57,6º Semestre,6
952,1736,jubilamento,Reprovacoes acumuladas,67,2º Semestre,6
953,2108,troca_turno,Reprovacoes acumuladas,72,3º Semestre,5
954,4040,troca_turno,Insatisfacao com curso,60,5º Semestre,1
955,1738,jubilamento,Reprovacoes acumuladas,7,5º Semestre,3
956,4583,troca_turno,Distancia,50,1º Semestre,4
957,3916,trancamento,Problemas pessoais,44,4º Semestre,5
958,3925,jubilamento,Mudanca de cidade,71,3º Semestre,4
959,3188,trancamento,Mudanca de cidade,96,6º Semestre,2
960,2180,evasao,Reprovacoes acumuladas,69,2º Semestre,6
961,289,trancamento,Financeiro,95,3º Semestre,6
962,3463,troca_turno,Distancia,20,4º Semestre,2
963,2947,jubilamento,Insatisfacao com curso,11,3º Semestre,6
964,2935,jubilamento,Desmotivacao,82,3º Semestre,6
965,259,evasao,Financeiro,74,5º Semestre,5
966,3229,trancamento,Problemas pessoais,57,5º Semestre,5
967,103,trancamento,Desmotivacao,61,1º Semestre,6
968,3634,jubilamento,Desmotivacao,35,5º Semestre,4
969,2838,evasao,Financeiro,96,2º Semestre,5
970,4193,evasao,Mudanca de cidade,42,3º Semestre,5
971,274,jubilamento,Distancia,93,1º Semestre,6
972,3142,jubilamento,Trabalho,56,2º Semestre,3
973,4030,trancamento,Distancia,1,5º Semestre,5
974,3792,evasao,Desmotivacao,53,1º Semestre,4
975,2483,jubilamento,Mudanca de cidade,77,6º Semestre,2
976,4960,troca_turno,Trabalho,51,1º Semestre,1
977,4903,jubilamento,Distancia,36,2º Semestre,6
978,3611,evasao,Financeiro,69,2º Semestre,1
979,452,evasao,Insatisfacao com curso,47,2º Semestre,4
980,718,jubilamento,Distancia,21,4º Semestre,4
981,4870,evasao,Desmotivacao,56,2º Semestre,4
982,2247,jubilamento,Desmotivacao,30,2º Semestre,4
983,4454,jubilamento,Reprovacoes acumuladas,62,3º Semestre,6
984,4808,troca_turno,Mudanca de cidade,100,2º Semestre,4
985,3753,trancamento,Desmotivacao,3,6º Semestre,2
986,1653,trancamento,Financeiro,31,1º Semestre,4
987,2948,evasao,Insatisfacao com curso,48,3º Semestre,1
988,4072,troca_turno,Distancia,83,1º Semestre,3
989,588,trancamento,Insatisfacao com curso,11,5º Semestre,5
990,4509,trancamento,Problemas pessoais,77,3º Semestre,3
991,1450,troca_turno,Trabalho,67,1º Semestre,1
992,2291,evasao,Insatisfacao com curso,32,1º Semestre,5
993,819,trancamento,Reprovacoes acumuladas,97,4º Semestre,6
994,4310,troca_turno,Distancia,52,4º Semestre,1
995,2193,jubilamento,Mudanca de cidade,76,5º Semestre,4
996,3442,troca_turno,Problemas pessoais,67,4º Semestre,3
997,2057,trancamento,Distancia,17,2º Semestre,1
998,1576,evasao,Reprovacoes acumuladas,79,2º Semestre,5
999,4539,trancamento,Financeiro,46,4º Semestre,4
1000,3529,evasao,Distancia,3,2º Semestre,3
