id_deslocamento,id_aluno,tempo_min,qtd_transportes,modal_principal
2109,2109,18,4,carro
2110,2110,116,3,a_pe
2111,2111,45,3,metro
2112,2112,107,4,bicicleta
2113,2113,42,3,metro
2114,2114,93,1,a_pe
2115,2115,117,3,onibus
2116,2116,110,3,carro
2117,2117,64,3,carro
2118,2118,126,4,metro
2119,2119,75,1,carro
2120,2120,86,4,a_pe
2121,2121,78,4,metro
2122,2122,72,1,carro
2123,2123,124,4,onibus
2124,2124,29,1,metro
2125,2125,106,2,metro
2126,2126,105,4,a_pe
2127,2127,32,1,a_pe
2128,2128,96,3,bicicleta
2129,2129,68,2,bicicleta
2130,2130,62,4,bicicleta
2131,2131,64,4,carro
2132,2132,79,4,carro
2133,2133,114,4,onibus
2134,2134,73,1,a_pe
2135,2135,50,2,carro
2136,2136,9,4,onibus
2137,2137,86,4,carro
2138,2138,19,1,a_pe
2139,2139,45,4,metro
2140,2140,110,3,carro
2141,2141,12,4,onibus
2142,2142,24,1,onibus
2143,2143,80,1,a_pe
2144,2144,109,2,a_pe
2145,2145,83,4,bicicleta
2146,2146,128,4,a_pe
2147,2147,25,4,bicicleta
2148,2148,94,2,metro
2149,2149,27,2,a_pe
2150,2150,123,2,a_pe
2151,2151,30,1,bicicleta
2152,2152,57,2,carro
2153,2153,29,4,bicicleta
2154,2154,69,1,metro
2155,2155,118,1,onibus
2156,2156,60,4,bicicleta
2157,2157,93,4,metro
2158,2158,59,4,onibus
2159,2159,52,4,bicicleta
2160,2160,16,3,a_pe
2161,2161,108,1,onibus
2162,2162,25,2,bicicleta
2163,2163,100,3,carro
2164,2164,42,1,a_pe
2165,2165,40,4,onibus
2166,2166,67,1,carro
2167,2167,10,1,a_pe
2168,2168,86,4,carro
2169,2169,121,2,bicicleta
2170,2170,47,2,onibus
2171,2171,9,3,carro
2172,2172,52,4,bicicleta
2173,2173,118,4,bicicleta
2174,2174,115,3,bicicleta
2175,2175,28,2,metro
2176,2176,115,2,onibus
2177,2177,7,4,carro
2178,2178,97,4,a_pe
2179,2179,44,1,carro
2180,2180,39,2,onibus
2181,2181,15,1,metro
2182,2182,122,3,metro
2183,2183,5,4,bicicleta
2184,2184,64,2,onibus
2185,2185,123,4,onibus
2186,2186,40,4,a_pe
2187,2187,72,4,onibus
2188,2188,127,1,a_pe
2189,2189,83,4,metro
2190,2190,20,1,a_pe
2191,2191,66,1,metro
2192,2192,35,1,carro
2193,2193,54,3,bicicleta
2194,2194,33,4,carro
2195,2195,82,1,onibus
2196,2196,57,4,carro
2197,2197,74,1,metro
2198,2198,59,4,metro
2199,2199,26,2,onibus
2200,2200,74,4,onibus
2201,2201,92,1,metro
2202,2202,17,2,onibus
2203,2203,95,3,onibus
2204,2204,116,4,metro
2205,2205,82,3,a_pe
2206,2206,75,2,carro
2207,2207,72,1,carro
2208,2208,55,1,bicicleta
2209,2209,23,3,a_pe
2210,2210,43,1,a_pe
2211,2211,77,3,metro
2212,2212,44,3,carro
2213,2213,107,1,a_pe
2214,2214,110,3,a_pe
2215,2215,59,4,onibus
2216,2216,111,4,metro
2217,2217,16,2,metro
2218,2218,130,2,bicicleta
2219,2219,124,2,bicicleta
2220,2220,52,1,onibus
2221,2221,122,4,a_pe
2222,2222,15,1,metro
2223,2223,22,1,a_pe
2224,2224,48,1,bicicleta
2225,2225,63,2,a_pe
2226,2226,90,4,onibus
2227,2227,116,3,onibus
2228,2228,98,1,bicicleta
2229,2229,33,2,onibus
2230,2230,82,1,carro
2231,2231,48,1,a_pe
2232,2232,90,4,metro
2233,2233,81,1,bicicleta
2234,2234,125,2,onibus
2235,2235,39,2,onibus
2236,2236,16,3,bicicleta
2237,2237,12,3,metro
2238,2238,66,2,onibus
2239,2239,15,4,a_pe
2240,2240,49,4,a_pe
2241,2241,123,2,metro
2242,2242,40,1,metro
2243,2243,70,4,carro
2244,2244,98,1,metro
2245,2245,127,3,onibus
2246,2246,11,1,bicicleta
2247,2247,50,2,metro
2248,2248,28,3,bicicleta
2249,2249,27,3,carro
2250,2250,106,3,onibus
2251,2251,96,4,a_pe
2252,2252,123,1,carro
2253,2253,78,2,metro
2254,2254,22,1,bicicleta
2255,2255,67,4,carro
2256,2256,109,4,onibus
2257,2257,75,2,bicicleta
2258,2258,26,3,carro
2259,2259,93,1,carro
2260,2260,33,2,onibus
2261,2261,106,1,a_pe
2262,2262,26,3,carro
2263,2263,53,1,carro
2264,2264,14,2,onibus
2265,2265,72,1,bicicleta
2266,2266,57,1,a_pe
2267,2267,125,1,bicicleta
2268,2268,68,1,metro
2269,2269,48,2,bicicleta
2270,2270,96,3,a_pe
2271,2271,115,2,metro
2272,2272,130,3,metro
2273,2273,120,1,carro
2274,2274,64,1,metro
2275,2275,60,3,bicicleta
2276,2276,103,3,bicicleta
2277,2277,28,3,a_pe
2278,2278,8,4,metro
2279,2279,106,4,bicicleta
2280,2280,25,1,carro
2281,2281,95,4,bicicleta
2282,2282,126,1,onibus
2283,2283,98,4,metro
2284,2284,122,1,metro
2285,2285,66,1,metro
2286,2286,94,4,onibus
2287,2287,54,4,onibus
2288,2288,54,4,metro
2289,2289,109,4,onibus
2290,2290,24,2,carro
2291,2291,15,1,metro
2292,2292,58,2,onibus
2293,2293,7,2,onibus
2294,2294,75,2,metro
2295,2295,7,1,carro
2296,2296,95,2,onibus
2297,2297,112,2,bicicleta
2298,2298,108,3,onibus
2299,2299,105,3,metro
2300,2300,16,1,bicicleta
2301,2301,81,2,metro
2302,2302,11,4,metro
2303,2303,15,2,bicicleta
2304,2304,64,2,bicicleta
2305,2305,74,4,metro
2306,2306,72,4,a_pe
2307,2307,14,2,onibus
2308,2308,43,2,metro
2309,2309,69,4,a_pe
2310,2310,69,1,bicicleta
2311,2311,5,1,a_pe
2312,2312,109,4,bicicleta
2313,2313,59,3,metro
2314,2314,96,4,a_pe
2315,2315,99,1,bicicleta
2316,2316,118,4,bicicleta
2317,2317,105,3,metro
2318,2318,52,2,bicicleta
2319,2319,84,1,metro
2320,2320,122,3,carro
2321,2321,126,1,metro
2322,2322,20,4,carro
2323,2323,37,3,onibus
2324,2324,106,3,carro
2325,2325,40,2,metro
2326,2326,31,3,carro
2327,2327,10,2,carro
2328,2328,96,3,carro
2329,2329,122,1,onibus
2330,2330,72,2,onibus
2331,2331,61,1,onibus
2332,2332,119,4,carro
2333,2333,73,3,metro
2334,2334,15,3,bicicleta
2335,2335,111,4,carro
2336,2336,91,4,onibus
2337,2337,76,4,metro
2338,2338,110,3,carro
2339,2339,68,4,a_pe
2340,2340,47,2,bicicleta
2341,2341,102,1,a_pe
2342,2342,106,4,bicicleta
2343,2343,33,3,metro
2344,2344,21,3,a_pe
2345,2345,72,1,onibus
2346,2346,6,1,a_pe
2347,2347,24,1,bicicleta
2348,2348,71,4,carro
2349,2349,104,3,a_pe
2350,2350,79,2,onibus
2351,2351,58,1,carro
2352,2352,91,1,a_pe
2353,2353,41,1,bicicleta
2354,2354,7,4,onibus
2355,2355,85,3,carro
2356,2356,48,1,bicicleta
2357,2357,93,4,carro
2358,2358,111,2,metro
2359,2359,100,1,a_pe
2360,2360,93,4,onibus
2361,2361,113,1,onibus
2362,2362,66,3,bicicleta
2363,2363,127,3,metro
2364,2364,129,3,metro
2365,2365,39,4,a_pe
2366,2366,20,2,onibus
2367,2367,53,3,a_pe
2368,2368,121,2,bicicleta
2369,2369,8,4,carro
2370,2370,29,3,bicicleta
2371,2371,88,2,metro
2372,2372,97,3,metro
2373,2373,47,3,onibus
2374,2374,35,2,metro
2375,2375,13,4,bicicleta
2376,2376,52,3,metro
2377,2377,22,2,metro
2378,2378,40,4,bicicleta
2379,2379,33,3,carro
2380,2380,20,4,bicicleta
2381,2381,68,2,a_pe
2382,2382,108,4,a_pe
2383,2383,106,2,onibus
2384,2384,44,2,bicicleta
2385,2385,68,1,bicicleta
2386,2386,70,3,metro
2387,2387,64,1,a_pe
2388,2388,97,4,carro
2389,2389,58,3,carro
2390,2390,51,2,bicicleta
2391,2391,114,2,bicicleta
2392,2392,38,1,metro
2393,2393,125,3,a_pe
2394,2394,60,4,carro
2395,2395,99,3,carro
2396,2396,124,3,onibus
2397,2397,58,4,bicicleta
2398,2398,127,3,metro
2399,2399,48,2,metro
2400,2400,70,2,a_pe
2401,2401,79,2,onibus
2402,2402,116,1,onibus
2403,2403,17,4,metro
2404,2404,19,2,bicicleta
2405,2405,74,2,onibus
2406,2406,122,2,onibus
2407,2407,93,1,carro
2408,2408,128,4,carro
2409,2409,62,2,metro
2410,2410,73,4,onibus
2411,2411,57,1,onibus
2412,2412,74,4,onibus
2413,2413,79,1,metro
2414,2414,125,4,carro
2415,2415,129,1,a_pe
2416,2416,80,3,bicicleta
2417,2417,9,3,onibus
2418,2418,70,3,onibus
2419,2419,42,4,a_pe
2420,2420,35,3,onibus
2421,2421,35,1,bicicleta
2422,2422,105,3,bicicleta
2423,2423,63,3,onibus
2424,2424,54,2,metro
2425,2425,26,3,carro
2426,2426,57,2,metro
2427,2427,59,4,onibus
2428,2428,127,2,metro
2429,2429,47,2,onibus
2430,2430,68,2,onibus
2431,2431,20,2,bicicleta
2432,2432,78,1,metro
2433,2433,8,3,onibus
2434,2434,7,2,a_pe
2435,2435,15,1,carro
2436,2436,120,1,carro
2437,2437,63,4,onibus
2438,2438,95,3,a_pe
2439,2439,22,2,metro
2440,2440,9,3,a_pe
2441,2441,78,4,a_pe
2442,2442,126,3,carro
2443,2443,30,3,a_pe
2444,2444,107,3,carro
2445,2445,69,2,bicicleta
2446,2446,46,3,a_pe
2447,2447,112,2,a_pe
2448,2448,31,2,metro
2449,2449,124,1,onibus
2450,2450,33,1,carro
2451,2451,63,1,a_pe
2452,2452,90,4,metro
2453,2453,35,3,metro
2454,2454,51,2,onibus
2455,2455,130,1,metro
2456,2456,86,1,bicicleta
2457,2457,41,1,onibus
2458,2458,18,1,metro
2459,2459,80,3,metro
2460,2460,11,4,bicicleta
2461,2461,18,4,carro
2462,2462,17,3,a_pe
2463,2463,49,4,a_pe
2464,2464,88,2,a_pe
2465,2465,10,4,onibus
2466,2466,85,3,metro
2467,2467,86,4,metro
2468,2468,102,4,carro
2469,2469,15,3,metro
2470,2470,52,2,carro
2471,2471,49,3,a_pe
2472,2472,99,2,metro
2473,2473,24,3,a_pe
2474,2474,102,4,a_pe
2475,2475,9,1,bicicleta
2476,2476,67,3,bicicleta
2477,2477,5,1,metro
2478,2478,53,1,bicicleta
2479,2479,33,3,bicicleta
2480,2480,17,3,onibus
2481,2481,43,1,bicicleta
2482,2482,105,3,bicicleta
2483,2483,110,3,onibus
2484,2484,12,3,bicicleta
2485,2485,82,4,carro
2486,2486,60,1,bicicleta
2487,2487,37,4,bicicleta
2488,2488,52,3,carro
2489,2489,81,3,a_pe
2490,2490,100,4,a_pe
2491,2491,51,3,a_pe
2492,2492,121,1,metro
2493,2493,36,3,onibus
2494,2494,10,1,carro
2495,2495,22,2,bicicleta
2496,2496,8,3,onibus
2497,2497,85,1,carro
2498,2498,8,4,a_pe
2499,2499,26,3,metro
2500,2500,7,1,metro
2501,2501,100,1,a_pe
2502,2502,22,2,onibus
2503,2503,80,3,metro
2504,2504,37,2,metro
2505,2505,8,2,carro
2506,2506,128,1,bicicleta
2507,2507,75,3,a_pe
2508,2508,63,4,metro
2509,2509,41,1,metro
2510,2510,127,4,metro
2511,2511,31,1,a_pe
2512,2512,33,3,a_pe
2513,2513,17,2,a_pe
2514,2514,99,1,bicicleta
2515,2515,61,4,carro
2516,2516,78,4,bicicleta
2517,2517,121,3,metro
2518,2518,100,3,metro
2519,2519,46,3,metro
2520,2520,108,3,carro
2521,2521,86,3,onibus
2522,2522,45,3,onibus
2523,2523,129,3,metro
2524,2524,58,1,carro
2525,2525,35,4,metro
2526,2526,118,3,metro
2527,2527,5,3,bicicleta
2528,2528,101,4,onibus
2529,2529,59,3,onibus
2530,2530,123,3,carro
2531,2531,99,2,carro
2532,2532,100,1,bicicleta
2533,2533,115,4,bicicleta
2534,2534,29,2,a_pe
2535,2535,47,4,bicicleta
2536,2536,92,1,onibus
2537,2537,46,3,onibus
2538,2538,72,1,a_pe
2539,2539,30,3,bicicleta
2540,2540,41,3,carro
2541,2541,49,1,carro
2542,2542,119,2,bicicleta
2543,2543,54,3,metro
2544,2544,66,1,carro
2545,2545,65,4,bicicleta
2546,2546,118,1,bicicleta
2547,2547,75,3,a_pe
2548,2548,75,2,carro
2549,2549,11,3,onibus
2550,2550,110,2,carro
2551,2551,44,1,metro
2552,2552,63,3,carro
2553,2553,38,4,onibus
2554,2554,20,3,metro
2555,2555,118,3,onibus
2556,2556,35,2,a_pe
2557,2557,78,2,a_pe
2558,2558,74,2,carro
2559,2559,9,2,onibus
2560,2560,20,1,carro
2561,2561,49,3,bicicleta
2562,2562,71,1,carro
2563,2563,54,1,a_pe
2564,2564,51,2,carro
2565,2565,86,2,onibus
2566,2566,84,4,a_pe
2567,2567,115,4,metro
2568,2568,44,1,a_pe
2569,2569,53,1,carro
2570,2570,100,3,a_pe
2571,2571,62,2,bicicleta
2572,2572,10,3,carro
2573,2573,48,3,metro
2574,2574,58,2,metro
2575,2575,29,1,bicicleta
2576,2576,85,2,onibus
2577,2577,94,2,onibus
2578,2578,96,1,bicicleta
2579,2579,20,1,onibus
2580,2580,32,4,a_pe
2581,2581,29,1,onibus
2582,2582,126,4,a_pe
2583,2583,105,1,bicicleta
2584,2584,93,4,bicicleta
2585,2585,104,4,onibus
2586,2586,93,4,a_pe
2587,2587,125,4,bicicleta
2588,2588,89,3,metro
2589,2589,110,2,onibus
2590,2590,60,3,onibus
2591,2591,81,2,metro
2592,2592,120,1,metro
2593,2593,67,2,carro
2594,2594,82,1,onibus
2595,2595,113,3,onibus
2596,2596,51,3,metro
2597,2597,81,2,carro
2598,2598,53,3,a_pe
2599,2599,89,2,bicicleta
2600,2600,117,3,metro
2601,2601,80,3,metro
2602,2602,114,4,metro
2603,2603,130,3,bicicleta
2604,2604,6,1,carro
2605,2605,103,2,carro
2606,2606,71,3,bicicleta
2607,2607,57,2,onibus
2608,2608,9,2,metro
2609,2609,112,2,onibus
2610,2610,25,1,onibus
2611,2611,121,2,a_pe
2612,2612,89,4,onibus
2613,2613,113,1,a_pe
2614,2614,34,3,carro
2615,2615,93,3,carro
2616,2616,50,1,carro
2617,2617,17,1,a_pe
2618,2618,113,4,onibus
2619,2619,43,2,a_pe
2620,2620,106,4,metro
2621,2621,42,3,metro
2622,2622,57,4,a_pe
2623,2623,102,1,carro
2624,2624,85,1,onibus
2625,2625,7,1,onibus
2626,2626,85,2,a_pe
2627,2627,119,3,bicicleta
2628,2628,18,2,carro
2629,2629,89,4,carro
2630,2630,113,3,a_pe
2631,2631,39,2,carro
2632,2632,24,4,carro
2633,2633,100,2,onibus
2634,2634,61,4,bicicleta
2635,2635,124,1,onibus
2636,2636,51,2,a_pe
2637,2637,27,3,a_pe
2638,2638,49,4,metro
2639,2639,119,2,a_pe
2640,2640,30,3,metro
2641,2641,113,3,bicicleta
2642,2642,75,1,bicicleta
2643,2643,12,1,onibus
2644,2644,123,1,metro
2645,2645,37,2,onibus
2646,2646,121,1,metro
2647,2647,62,4,a_pe
2648,2648,106,1,a_pe
2649,2649,128,4,metro
2650,2650,52,3,a_pe
2651,2651,74,4,carro
2652,2652,43,1,onibus
2653,2653,21,3,bicicleta
2654,2654,41,2,onibus
2655,2655,66,2,a_pe
2656,2656,37,2,onibus
2657,2657,130,3,onibus
2658,2658,89,3,a_pe
2659,2659,76,1,metro
2660,2660,60,4,onibus
2661,2661,60,1,a_pe
2662,2662,72,3,bicicleta
2663,2663,90,1,metro
2664,2664,54,2,bicicleta
2665,2665,93,2,a_pe
2666,2666,117,3,onibus
2667,2667,44,3,carro
2668,2668,5,4,metro
2669,2669,116,2,metro
2670,2670,119,1,bicicleta
2671,2671,123,4,onibus
2672,2672,33,2,carro
2673,2673,112,2,bicicleta
2674,2674,74,3,metro
2675,2675,68,1,carro
2676,2676,83,4,metro
2677,2677,40,3,carro
2678,2678,125,4,metro
2679,2679,108,3,a_pe
2680,2680,38,4,carro
2681,2681,77,4,carro
2682,2682,77,1,metro
2683,2683,17,1,onibus
2684,2684,14,3,metro
2685,2685,112,2,onibus
2686,2686,130,1,carro
2687,2687,118,3,bicicleta
2688,2688,73,1,metro
2689,2689,30,4,bicicleta
2690,2690,72,4,a_pe
2691,2691,9,2,metro
2692,2692,23,2,carro
2693,2693,17,1,metro
2694,2694,89,3,metro
2695,2695,27,3,carro
2696,2696,78,3,carro
2697,2697,62,1,metro
2698,2698,15,4,a_pe
2699,2699,74,1,onibus
2700,2700,109,1,metro
2701,2701,111,2,carro
2702,2702,65,1,a_pe
2703,2703,29,1,bicicleta
2704,2704,17,3,onibus
2705,2705,40,2,metro
2706,2706,61,3,a_pe
2707,2707,126,3,carro
2708,2708,92,3,carro
2709,2709,115,1,a_pe
2710,2710,102,2,metro
2711,2711,5,1,a_pe
2712,2712,48,3,bicicleta
2713,2713,63,4,carro
2714,2714,62,1,carro
2715,2715,99,1,a_pe
2716,2716,55,3,carro
2717,2717,86,1,a_pe
2718,2718,23,4,carro
2719,2719,24,1,metro
2720,2720,60,1,onibus
2721,2721,66,1,carro
2722,2722,125,4,metro
2723,2723,117,2,metro
2724,2724,82,3,carro
2725,2725,30,1,bicicleta
2726,2726,56,3,onibus
2727,2727,54,3,carro
2728,2728,117,1,bicicleta
2729,2729,89,1,carro
2730,2730,39,1,onibus
2731,2731,71,3,metro
2732,2732,71,1,bicicleta
2733,2733,39,2,onibus
2734,2734,104,4,bicicleta
2735,2735,55,1,bicicleta
2736,2736,80,1,bicicleta
2737,2737,64,4,carro
2738,2738,99,1,metro
2739,2739,17,1,bicicleta
2740,2740,118,4,onibus
2741,2741,129,4,bicicleta
2742,2742,99,1,carro
2743,2743,62,3,bicicleta
2744,2744,124,1,a_pe
2745,2745,113,4,onibus
2746,2746,59,3,a_pe
2747,2747,65,1,bicicleta
2748,2748,72,4,a_pe
2749,2749,68,3,onibus
2750,2750,98,4,bicicleta
2751,2751,27,1,metro
2752,2752,128,3,metro
2753,2753,88,3,a_pe
2754,2754,83,3,onibus
2755,2755,13,3,carro
2756,2756,124,1,carro
2757,2757,125,1,a_pe
2758,2758,70,3,onibus
2759,2759,18,1,onibus
2760,2760,53,4,bicicleta
2761,2761,67,2,carro
2762,2762,70,1,bicicleta
2763,2763,104,3,onibus
2764,2764,94,3,bicicleta
2765,2765,119,4,a_pe
2766,2766,62,3,a_pe
2767,2767,89,1,a_pe
2768,2768,78,3,carro
2769,2769,8,2,metro
2770,2770,17,2,carro
2771,2771,128,2,a_pe
2772,2772,76,2,bicicleta
2773,2773,88,4,bicicleta
2774,2774,84,3,a_pe
2775,2775,17,2,bicicleta
2776,2776,109,3,a_pe
2777,2777,7,1,onibus
2778,2778,59,3,carro
2779,2779,13,2,metro
2780,2780,98,3,onibus
2781,2781,27,2,bicicleta
2782,2782,102,4,bicicleta
2783,2783,83,2,onibus
2784,2784,30,1,carro
2785,2785,98,4,a_pe
2786,2786,126,1,carro
2787,2787,5,4,metro
2788,2788,99,4,metro
2789,2789,120,2,metro
2790,2790,49,3,metro
2791,2791,61,4,metro
2792,2792,20,1,bicicleta
2793,2793,75,3,metro
2794,2794,28,4,metro
2795,2795,61,2,onibus
2796,2796,60,4,a_pe
2797,2797,52,3,bicicleta
2798,2798,87,1,carro
2799,2799,125,4,metro
2800,2800,128,1,metro
2801,2801,63,3,metro
2802,2802,65,3,carro
2803,2803,130,1,bicicleta
2804,2804,103,2,onibus
2805,2805,96,4,bicicleta
2806,2806,110,2,bicicleta
2807,2807,38,1,a_pe
2808,2808,123,1,carro
2809,2809,125,4,a_pe
2810,2810,24,3,metro
2811,2811,62,1,bicicleta
2812,2812,124,1,a_pe
2813,2813,121,2,a_pe
2814,2814,93,1,onibus
2815,2815,39,4,metro
2816,2816,5,2,bicicleta
2817,2817,124,2,metro
2818,2818,79,4,bicicleta
2819,2819,122,4,onibus
2820,2820,103,4,a_pe
2821,2821,9,1,carro
2822,2822,90,2,carro
2823,2823,92,2,carro
2824,2824,41,2,onibus
2825,2825,10,2,bicicleta
2826,2826,78,2,metro
2827,2827,17,1,metro
2828,2828,56,4,carro
2829,2829,109,1,onibus
2830,2830,80,2,carro
2831,2831,110,3,metro
2832,2832,68,1,bicicleta
2833,2833,70,2,onibus
2834,2834,93,1,bicicleta
2835,2835,12,2,carro
2836,2836,29,1,a_pe
2837,2837,18,3,bicicleta
2838,2838,105,2,onibus
2839,2839,124,3,carro
2840,2840,49,1,bicicleta
2841,2841,21,4,carro
2842,2842,92,4,bicicleta
2843,2843,52,1,bicicleta
2844,2844,127,4,carro
2845,2845,69,3,a_pe
2846,2846,88,4,carro
2847,2847,74,2,metro
2848,2848,29,2,bicicleta
2849,2849,56,3,metro
2850,2850,109,3,onibus
2851,2851,43,4,carro
2852,2852,127,4,onibus
2853,2853,124,4,carro
2854,2854,22,4,carro
2855,2855,109,3,onibus
2856,2856,128,4,a_pe
2857,2857,106,1,metro
2858,2858,39,3,onibus
2859,2859,15,1,a_pe
2860,2860,90,1,onibus
2861,2861,25,3,onibus
2862,2862,111,1,onibus
2863,2863,93,4,onibus
2864,2864,63,4,metro
2865,2865,99,1,onibus
2866,2866,79,4,bicicleta
2867,2867,88,2,a_pe
2868,2868,98,2,onibus
2869,2869,53,3,a_pe
2870,2870,28,1,metro
2871,2871,11,4,metro
2872,2872,13,3,onibus
2873,2873,108,1,bicicleta
2874,2874,21,3,carro
2875,2875,32,2,bicicleta
2876,2876,50,3,onibus
2877,2877,90,3,a_pe
2878,2878,114,4,carro
2879,2879,23,4,onibus
2880,2880,95,4,metro
2881,2881,103,3,a_pe
2882,2882,121,2,a_pe
2883,2883,91,2,onibus
2884,2884,72,4,onibus
2885,2885,60,1,carro
2886,2886,39,4,metro
2887,2887,7,2,a_pe
2888,2888,41,3,carro
2889,2889,65,1,bicicleta
2890,2890,84,1,a_pe
2891,2891,92,4,metro
2892,2892,41,2,onibus
2893,2893,37,2,onibus
2894,2894,17,3,onibus
2895,2895,64,1,metro
2896,2896,128,4,a_pe
2897,2897,110,3,bicicleta
2898,2898,21,1,a_pe
2899,2899,12,2,bicicleta
2900,2900,108,2,bicicleta
2901,2901,42,2,a_pe
2902,2902,19,2,carro
2903,2903,23,3,a_pe
2904,2904,12,4,carro
2905,2905,90,2,metro
2906,2906,111,2,carro
2907,2907,93,4,onibus
2908,2908,58,3,onibus
2909,2909,106,1,carro
2910,2910,113,3,metro
2911,2911,38,1,carro
2912,2912,33,3,carro
2913,2913,59,3,a_pe
2914,2914,122,4,metro
2915,2915,82,4,onibus
2916,2916,109,1,onibus
2917,2917,22,1,a_pe
2918,2918,31,2,carro
2919,2919,124,4,carro
2920,2920,86,4,bicicleta
2921,2921,39,4,carro
2922,2922,119,4,a_pe
2923,2923,50,4,carro
2924,2924,53,4,a_pe
2925,2925,53,4,a_pe
2926,2926,107,3,bicicleta
2927,2927,96,1,metro
2928,2928,43,1,a_pe
2929,2929,122,3,onibus
2930,2930,32,2,carro
2931,2931,104,2,metro
2932,2932,19,4,carro
2933,2933,100,3,metro
2934,2934,94,2,carro
2935,2935,97,3,metro
2936,2936,20,3,a_pe
2937,2937,17,1,onibus
2938,2938,41,2,carro
2939,2939,125,1,onibus
2940,2940,47,1,bicicleta
2941,2941,127,2,a_pe
2942,2942,51,1,carro
2943,2943,56,1,carro
2944,2944,81,1,bicicleta
2945,2945,121,2,a_pe
2946,2946,57,3,metro
2947,2947,84,4,bicicleta
2948,2948,101,1,onibus
2949,2949,46,4,bicicleta
2950,2950,32,3,onibus
2951,2951,7,1,a_pe
2952,2952,50,1,bicicleta
2953,2953,47,1,metro
2954,2954,46,3,carro
2955,2955,19,2,a_pe
2956,2956,130,3,onibus
2957,2957,21,3,metro
2958,2958,128,2,onibus
2959,2959,90,3,bicicleta
2960,2960,46,1,metro
2961,2961,106,1,metro
2962,2962,106,1,carro
2963,2963,48,3,bicicleta
2964,2964,83,3,bicicleta
2965,2965,104,2,carro
2966,2966,13,4,onibus
2967,2967,60,4,carro
2968,2968,46,2,a_pe
2969,2969,108,1,onibus
2970,2970,74,1,onibus
2971,2971,87,4,onibus
2972,2972,31,2,bicicleta
2973,2973,10,2,metro
2974,2974,93,3,metro
2975,2975,73,2,a_pe
2976,2976,14,3,carro
2977,2977,129,1,a_pe
2978,2978,79,2,onibus
2979,2979,88,4,carro
2980,2980,14,3,bicicleta
2981,2981,20,1,onibus
2982,2982,115,3,a_pe
2983,2983,75,4,metro
2984,2984,53,1,onibus
2985,2985,68,2,a_pe
2986,2986,6,2,onibus
2987,2987,52,2,bicicleta
2988,2988,111,3,carro
2989,2989,10,2,carro
2990,2990,46,4,a_pe
2991,2991,33,1,metro
2992,2992,90,1,metro
2993,2993,20,2,onibus
2994,2994,129,2,carro
2995,2995,30,3,a_pe
2996,2996,53,4,metro
2997,2997,111,1,metro
2998,2998,123,4,metro
2999,2999,15,3,metro
3000,3000,80,3,carro
3001,3001,6,4,onibus
3002,3002,14,3,a_pe
3003,3003,98,1,metro
3004,3004,6,3,bicicleta
3005,3005,40,3,carro
3006,3006,124,4,carro
3007,3007,33,2,a_pe
3008,3008,121,1,onibus
3009,3009,66,3,bicicleta
3010,3010,18,2,metro
3011,3011,52,2,metro
3012,3012,127,2,a_pe
3013,3013,121,3,onibus
3014,3014,116,4,carro
3015,3015,19,1,onibus
3016,3016,62,3,a_pe
3017,3017,52,2,carro
3018,3018,127,3,carro
3019,3019,70,2,bicicleta
3020,3020,59,4,onibus
3021,3021,23,2,carro
3022,3022,103,4,bicicleta
3023,3023,5,3,onibus
3024,3024,66,2,onibus
3025,3025,94,1,a_pe
3026,3026,115,2,bicicleta
3027,3027,37,3,a_pe
3028,3028,130,2,a_pe
3029,3029,59,4,a_pe
3030,3030,29,1,metro
3031,3031,101,4,metro
3032,3032,93,4,metro
3033,3033,31,4,carro
3034,3034,44,4,onibus
3035,3035,20,1,metro
3036,3036,15,3,metro
3037,3037,113,3,bicicleta
3038,3038,110,2,bicicleta
3039,3039,34,3,metro
3040,3040,120,4,metro
3041,3041,70,2,bicicleta
3042,3042,118,1,carro
3043,3043,118,4,carro
3044,3044,100,4,onibus
3045,3045,42,1,metro
3046,3046,76,4,carro
3047,3047,44,4,a_pe
3048,3048,122,1,a_pe
3049,3049,40,1,metro
3050,3050,35,3,a_pe
3051,3051,71,2,bicicleta
3052,3052,113,2,carro
3053,3053,115,3,metro
3054,3054,34,3,onibus
3055,3055,56,3,metro
3056,3056,101,2,bicicleta
3057,3057,107,2,bicicleta
3058,3058,54,1,a_pe
3059,3059,94,2,a_pe
3060,3060,30,2,metro
3061,3061,84,1,bicicleta
3062,3062,22,3,a_pe
3063,3063,123,4,carro
3064,3064,50,3,carro
3065,3065,58,1,metro
3066,3066,89,1,bicicleta
3067,3067,57,4,carro
3068,3068,79,2,a_pe
3069,3069,81,3,bicicleta
3070,3070,19,2,bicicleta
3071,3071,87,4,carro
3072,3072,46,3,bicicleta
3073,3073,111,2,a_pe
3074,3074,68,1,bicicleta
3075,3075,98,3,bicicleta
3076,3076,15,1,bicicleta
3077,3077,100,3,onibus
3078,3078,111,2,a_pe
3079,3079,43,3,a_pe
3080,3080,65,2,bicicleta
3081,3081,17,1,bicicleta
3082,3082,69,3,carro
3083,3083,10,1,carro
3084,3084,62,1,bicicleta
3085,3085,27,2,onibus
3086,3086,92,4,onibus
3087,3087,65,2,carro
3088,3088,70,2,bicicleta
3089,3089,38,3,metro
3090,3090,126,4,onibus
3091,3091,86,1,carro
3092,3092,51,3,bicicleta
3093,3093,124,1,metro
3094,3094,123,3,onibus
